product_brand,product_name,product_price,product_size,perfume_size,product_loves,product_type1,product_type2,product_type3,about,product_rating,product_reviews_complete,fiveStars,fourStars,threeStars,twoStars,oneStar
ALGENIST,Complete Eye Renewal Balm,$68.00,NA,SIZE 0.5 oz/ 15 mL•ITEM 1328855,20K,Skincare,Eye Care,Eye Creams & Treatments,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
An eye balm designed to prime, minimize the appearance of fine lines and wrinkles, hydrate, and soothe with alguronic acid, vitamin C, caffeine, cucumber, aloe, and green tea extracts.

Solutions for:
- Fine lines and wrinkles
- Dark circles
- Puffiness

If you want to know more…
Complete Eye Renewal Balm is truly a multitasking product designed to prime, minimize the appearance of fine lines and wrinkles, hydrate, soothe, and nourish the delicate eye area. This rich cream provides antiaging benefits, diminishes the appearance of puffiness and dark circles, and preps the eye area for smoother, longer-lasting makeup application. Alguronic acid combined with vitamin C, caffeine, cucumber, aloe, and green tea extracts help nourish and hydrate the eye area for a recharged and rejuvenated appearance.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is ophthalmologist and dermatologist tested and noncomedogenic.

Research results:
Results obtained using product twice daily, following self-assessments of 100 women within 4 weeks of use:
- 81% of subjects saw visibly decreased dark circles
- 87% of subjects saw a decrease in puffiness
- 91% of subjects saw visibly smoothed eye contours",4.0,809 reviews,441,136,75,76,81
ALGENIST,Pure GENIUS Collection Kit,"$80.00
($144.00 value)",NA,ITEM 1985068,5697,Value & Gift Sets,NA,Skincare,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A powerful anti-aging kit to reduce visible signs of aging in as little as 10 days.

Solutions for:
- Fine lines and wrinkles
- Dryness
- Loss of firmness and elasticity

If you want to know more…
This kit showcases Algenist’s most powerful anti-aging biotechnology to reduce visible signs of aging. It features products formulated with alguronic acid, a patented, naturally-occurring compound from microalgae that is a breakthrough anti-aging ingredient. Through use of this complex skin appears nourished and radiant, skin resiliency and elasticity appear restored, and fine lines and deep wrinkles are visibly minimized in as little as 10 days.

This set contains:
- 1.5 oz/ 45 mL GENIUS Ultimate Anti-Aging Melting Cleanser
- 0.21 oz/ 6.2 mL GENIUS Ultimate Anti-Aging Eye Cream
- 1 oz/ 30 mL GENIUS Ultimate Anti-Aging Cream
- 0.21 oz/ 6.2 mL GENIUS Liquid Collagen

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates",4.0,33 reviews,20,2,4,4,3
ALGENIST,Ultra Lightweight UV Defense Fluid SPF 50,$28.00,NA,ITEM 1420223,10K,Skincare,Sun Care,Face Sunscreen,"What it is:
An ultra-sheer, weightless fluid for everyday protection against broad-spectrum UVA/UVB damage.

What it does:
This fast-absorbing, ultra-lightweight fluid provides daily protection against broad-spectrum UVA/UVB damage. Alguronic Acid combines with antioxidant-rich botanicals and UVA/UVB protecting actives to delay signs of aging caused by sun and environmental stressors. This oil-free, sheer formula has a silky texture and weightless feel, designed to apply smoothly on top of other skin care products and under makeup for a soft, matte finish.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Synthetic Dyes
- Phthalates
- GMOs
- Triclosan

What else you need to know:
Alguronic Acid is a unique and powerful regenerative compound from microalgae. This rare ingredient was discovered unexpectedly by a biotechnology laboratory in San Francisco, CA, focused on researching renewable energy solutions. Algenist is the only line of skin care products to contain the antiaging power of Alguronic Acid.

Research results:
In comparison testing, alguronic acid outperformed other well-known active antiaging ingredients, demonstrating superior anti-aging benefits:
- 54% decrease in UV cell damage
- 55% increase in cellular regeneration
- 32% increase in elastin synthesis
- 26% decrease in melanin production
*Average results measures following an in-vitro test with alguronic acid.",4.4,368 reviews,261,46,29,23,9
ALGENIST,ELEVATE Advanced Retinol Serum,$98.00,NA,SIZE 1 oz/ 30 mL•ITEM 2062990,1827,Skincare,Treatments,Face Serums,"Which skin type is it good for?
✔ Normal
✔ Combination
✔ Dry

What it is:
A dual-action serum formulated with pure vegan retinol—encapsulated with green algae and patented alguronic acid—to minimize the visible signs of aging for a firmer-looking complexion.

Solutions for:
- Loss of firmness
- Fine lines/wrinkles
- Uneven texture

If you want to know more…
This advanced vegan serum is formulated with pure vegan retinol, encapsulated with green algae (patented and exclusive) to preserve the retinol's efficacy and allow for a gradual, timed release. A high-concentration of Algenist's patented Alguronic Acid—naturally sourced and sustainably produced from algae—supports retinol efficacy and helps support elastin in the skin.* Gentle enough to use every day and night, this high-performance formula helps support skin strength, visibly improves skin texture, and minimizes the appearance of fine line and wrinkles.

*In a third party scientific test, Alguronic Acid displayed a powerful effect on a number of well-known anti-aging ingredients.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

Research results:
In self-assessments of 104 women using the product twice daily for 10 days:
- 90% saw visibly smoother and toned skin within 10 days
- 87% saw boosted skin radiance within 10 days
- 85% saw visibly firmer-looking skin after 10 days",4.9,14 reviews,13,1,0,0,0
ALGENIST,Regenerative Anti-Aging Moisturizer,$94.00,NA,ITEM 1328822,4374,Skincare,Moisturizers,Moisturizers,"What it is:
A moisturizer with the exclusive antiaging ingredient Alguronic Acid.

What it is formulated to do:
This lotion's luxurious texture provides immediate moisture while other antiaging and hydrating ingredients release over time to nourish and regenerate the skin. The revolutionary microalgae-based ingredient Alguronic Acid works to minimize wrinkles, leaving your skin looking radiant and noticeably younger.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
While pursuing renewable energy solutions, a biotechnology laboratory in San Francisco unexpectedly discovered the powerful regenerative properties of Alguronic Acid, the bioactive compound available only in Algenist products.

Research results:
In comparison testing, Alguronic Acid outperformed other well-known active antiaging ingredients, demonstrating superior antiaging benefits. Average results measured following an in vitro test with Alguronic Acid:
- 55% increase in cellular regeneration
- 32% increase in elastin synthesis
- 26% decrease in melanin production
Following a self-assessment of 100 women, within 10 days of daily use:
- Skin density (suppleness, elasticity) is restored in 86% of subjects.
- Skin radiance is boosted in 93% of subjects.
Within 4 weeks of daily use:
- Deep wrinkles are minimized in 78% of subjects.
- Skin is noticeably tightened and lifted in 81% of subjects.",4.3,207 reviews,143,29,10,10,15
ALGENIST,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,$118.00,NA,SIZE 1 oz/ 30 mL•ITEM 1675974,7945,Skincare,Treatments,Face Serums,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A powerful serum formulated to minimize the appearance of deep wrinkles and to support the most fragile skin areas while visibly reducing the look of age spots and discoloration.

Solutions for:
- Dullness and uneven texture
- Dark spots and uneven skin tone
- Fine lines and wrinkles

If you want to know more…
This powerful formula combines Alguronic acid—a breakthrough antiaging ingredient—with nourishing microalgae oil and a potent vitamin C derivative to help visibly minimize fine lines and wrinkles and reduce the appearance of age spots and discoloration. The most fragile skin texture appears strengthened and skin's youthful, even radiance is revealed.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is also formulated without synthetic dyes, GMOs, or triclosan. It is noncomedogenic, hypoallergenic, dermatologist tested, and suitable for all skin types.

Research results:
In a consumer use study of 71 women, after 10 days of use:
- 93% reported their skin looks more resilient, smoother, and brighter
- 97% reported their skin texture is refined

After 28 days of use:
- 98% reported the appearance of fine lines and wrinkles is visibly reduced
- 92% reported their skin discoloration appears corrected",3.9,210 reviews,117,32,18,18,25
ALGENIST,Overnight Restorative Cream,$94.00,NA,SIZE 2 oz/ 60 mL•ITEM 1357847,7578,Skincare,Moisturizers,Moisturizers,"What it is:
A rich, moisturizing cream that renews and repairs the skin overnight.

What it is formulated to do:
The regenerative power of alguronic acid supports natural cell renewal to improve skin structure during the night. Peptides nourish the skin and reduce the appearance of lines and wrinkles as firmness and elasticity are restored. Skin is left renewed, smoother, and more radiant in the morning.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
While pursuing renewable energy solutions, a biotechnology laboratory in San Francisco unexpectedly discovered the powerful regenerative properties of alguronic acid. Exclusive to Algenist, this remarkable ingredient is now available in skin care products.

Research results:
In comparison testing, Alguronic Acid outperformed other well-known active antiaging ingredients, demonstrating superior antiaging benefits. Average results measured following an in-vitro test with alguronic acid:
- 55% increase in cellular regeneration
- 32% increase in elastin synthesis
- 26% decrease in melanin production

Results obtained using product twice daily, following a self-assessment of 100 women:
- 91% of subjects said skin was revived within 10 days of use
- 97% of subjects said skin was softer and smoother within 10 days of use
- 92% of subjects said radiance boosted within 4 weeks of use
- 90% of subjects said this product created younger-looking skin within 4 weeks of use",4.4,229 reviews,162,31,15,12,9
ALGENIST,GENIUS Ultimate Anti-Aging Eye Cream,$74.00,NA,SIZE 0.5 oz/ 15 mL•ITEM 1644376,4442,Skincare,Eye Care,Eye Creams & Treatments,"What it is:
An antiaging eye cream that visibly firms, lifts, combats fine lines and wrinkles, brightens, and nourishes the delicate eye area.

Solutions for:
- Dark circles
- Fine lines and wrinkles
- Loss of elasticity

If you want to know more…
The GENIUS Ultimate Anti-Aging Eye Cream is a potent, antiaging blend of actives for brighter, younger-looking eyes. Powered by alguronic acid, plant collagen, persian silk tree extract, and kigelia africana fruit extract, this creamy treatment visibly firms and lifts the upper eyelid, improves elasticity, and smooths fine lines and wrinkles around the eye area. The eyes are given a hydrated, conditioned, wide-eyed look.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is dermatologist and opthamologist tested to be safe for all skin types. It is noncomedogenic, hypoallergenic, and formulated without synthetic dyes, GMOs, or triclosan.

Research results:
In a consumer-use study of 100 women, after 10 days:
- 94% reported the eye area felt more nourished
- 90% said skin looked dramatically more supple
- 87% saw visibly smoothed eye contours",3.7,92 reviews,48,8,10,12,14
ALGENIST,POWER Advanced Wrinkle Fighter 360° Eye Serum,$70.00,NA,SIZE 0.5 oz/ 15 mL•ITEM 1772821,6246,Skincare,Eye Care,Eye Creams & Treatments,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
An advanced antiaging eye serum formulated with alguronic acid and algaprotein to address the first signs of aging.

Solutions for:
- Loss of firmness and elasticity
- Dark circles
- Fine lines and wrinkles

If you want to know more…
This potent formula gives the upper eyelid a more lifted look, diminishes the appearance of dark circles, and visibly minimizes crow’s feet. The eye area is appears visibly smoother, plumper, and strengthened for a youthful and brighter appearance.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is also formulated without synthetic dyes, GMOs, triclosan, or alcohol. It is dermatologist tested and hypoallergenic.

Algenist POWER Advanced Wrinkle Fighter 360° Eye Serum has been recognized as a Spring 2016 Beauty O-Wards Skincare Star by O, The Oprah Magazine. The eye serum is noted for its brightening effects on skin among the skin care stars that ""deliver glowing results to your complexion"" in the May 2016 issue.

Research results:
In a 10-day self-assessment of 100 women, after a morning and night application:
- 96% reported the delicate eye area is visibly healthier, rejuvenated and smoother
- 95% reported the product visibly restores essential moisture in fragile, thin eye area
- 93% reported the product visibly improves and restores elasticity in fragile, thin eye area
- 92% reported the product minimizes the appearance of under-eye puffiness",4.1,64 reviews,39,11,2,5,7
ALGENIST,Firming & Lifting Neck Cream,$98.00,NA,SIZE 2 oz•ITEM 1644293,4224,Skincare,Moisturizers,Decollete & Neck Creams,"What it is:
An ultrafirming and moisturizing neck cream that targets the specific needs of the delicate skin around the neck and chest.

What it is formulated to do:
The unique combination of alguronic acid with a protein and peptide complex visibly tightens and lifts. It deeply hydrates with no stickiness or greasiness. Skin feels smoother, looks visibly repaired, and the appearance of fine lines and wrinkles is reduced to create a more youthful, lifted look.

What it is formulated WITHOUT:
- Parabens
- Sulfates

What else you need to know:
This product is noncomodogenic, dermatologist tested, and for all skin types.

Research results:
Within 10 days of use:
- 100% saw a younger-looking neck and chest area
- 94% saw a minimized appearance of fine lines and wrinkles around the neck and chest area

Within 4 weeks of use:
- 98% saw deep hydration with no stickiness or greasiness
- 87% saw a more taut, firm neck",3.9,32 reviews,19,3,1,5,4
ALGENIST,Pore Corrector Anti-Aging Primer,$42.00,NA,SIZE 1 oz/ 30 mL•ITEM 1521392,8724,Skincare,Treatments,Face Serums,"Which skin type is it good for?
✔ Normal
✔ Combination
✔ Oily
✔ Dry
✔ Sensitive

What it is:
An antiaging primer that visibly minimizes pores, imperfections, and oiliness to create a uniform canvas for flawless makeup application.

Solutions for:
- Fine lines and wrinkles
- Pores
- Oiliness

If you want to know more…
The silky, lightweight, and oil-free Pore Corrector Anti-Aging Primer glides onto skin to combat pores, oiliness, flakiness, fine lines, wrinkles, and imperfections for a seamless makeup application. Alguronic acid, salicylic acid, and a custom antioxidant and floral extract blend improves the appearance of skin's texture, firmness, and tone, while providing a protective layer and targeting clogged pores over time. Skin is left looking and feeling radiant, healthy, even toned, and makeup ready.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is oil-free and dermatologist tested to be noncomedogenic and safe for all skin types.

Research results:
In a self-assessment study of 100 women on once-daily, pre-makeup use, immediately:
- 93% saw an increase in the appearance of soft, smooth skin
- 90% reported a visible improvement in makeup application and wear

Within 10 Days:
- 93% reported a visible improvement in fine lines and wrinkles
- 90% saw an improvement in the appearance of pores",4.3,175 reviews,121,23,14,5,12
ALGENIST,POWER Advanced Wrinkle Fighter Moisturizer,$85.00,NA,SIZE 2 oz/ 60 mL•ITEM 1772813,3519,Skincare,Moisturizers,Moisturizers,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
An advanced antiaging moisturizer formulated with the patented ingredient, Alguronic Acid, along with AlgaProtein to address the first signs of aging.

Solutions for:
- Fine lines and wrinkles
- Dark spots and uneven skin tone
- Dryness

If you want to know more…
For the first time, Alguronic Acid and AlgaProtein combine to visibly minimize the appearance of fine lines and wrinkles. This powerful formula visibly improves skin's firmness and elasticity and provides the appearance of more refined texture for a more healthy and youthful appearance.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is also formulated without synthetic dyes, GMOs, triclosan, or alcohol. It is dermatologist tested and noncomedogenic.

Research results:
In a 10-day self-assessment of 70 women, after a morning and night application:
- 93% reported the product visibly plumps and fills out skin
- 91% reported the product visibly improves and refines skin texture

In a 28-day self-assessment of 70 women, after a morning and night application:
- 96% reported the product visibly improves skin for a more healthy and youthful appearance
- 91% reported the product Minimizes the appearance of fine lines and wrinkles",4.4,62 reviews,43,7,5,5,2
ALGENIST,GENIUS Ultimate Anti-Aging Bi-Phase Peel,$85.00,NA,SIZE 1.69 oz/ 50 mL•ITEM 1707744,6869,Skincare,Treatments,Facial Peels,"What it is:
A bi-phase formula that combines the powerful effects of a peel with the nourishing benefits of microalgae oil to leave skin feeling soothed and deeply conditioned.

What it is formulated to do:
This powerful yet gentle formula calms and soothes skin with no irritation or recovery time. It visibly improves skin texture, brightens, and enhances radiance for a youthful-looking, glowing complexion. Great for all skin types, it minimizes the appearance of hyperpigmentation, uneven skin tone, and fine lines and wrinkles while improving skin elasticity.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product does not contain GMOs or triclosan.

Research results:
In a 10-day self-assessment of 60 women after 3 applications:
- 100% saw more youthful, revitalized, and glowing skin
- 98% saw improved, renewed, and resurfaced skin texture
- 98% saw firmer, hydrated, and nourished skin
- 97% said it was gentle and effective on skin without increasing skin’s sensitivity",4.6,91 reviews,79,3,2,3,4
ALGENIST,POWER Recharging Night Pressed Serum,$95.00,NA,SIZE 2 oz/ 60 mL•ITEM 1898634,7861,Skincare,Treatments,Face Serums,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A highly concentrated solid serum to regenerate, smooth, and recharge in as little as 10 days.

Solutions for:
- Fine lines and wrinkles
- Dullness and uneven texture
- Dryness

If you want to know more…
This highly concentrated solid serum delivers potent actives overnight for a youthful-looking, glowing complexion in the morning. Supercharged with patented alguronic acid, a powerful antiaging ingredient, and fortified by algaprotein and nutrient-rich coconut water, this hybrid pressed serum addresses the first visible signs of aging by recharging fatigued skin, visibly reducing fine lines and wrinkles, and refining dull, uneven texture. This unique formula breaks into a serum on application and melts into the skin to provide a smooth, supple, and radiant complexion in as little as 10 days.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is noncomedogenic, dermatologist tested, hypoallergenic, and alcohol-free.

Research results:
Results obtained following self-assessments of 80 women, using product once nightly for 28 days:
After 10 days:
- 98% of subjects reported skin texture appeared softer and smoother
- 93% of subjects reported skin suppleness was restored

After 28 days:
- 99% of subjects reported skin appeared revitalized and felt refreshed and re-energized
- 91% of subjects reported skin was visibly firmer and more toned
- 90% of subjects reported fine lines and wrinkles were visibly plumped",4.4,162 reviews,117,18,10,5,12
ALGENIST,ELEVATE Firming & Lifting Contouring Serum,$108.00,NA,SIZE 1 oz/ 30 mL•ITEM 1862499,1153,Skincare,Treatments,Face Serums,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A powerful sculpting serum that instantly restores essential moisture to the skin, visibly redefines and lifts facial contours, and brightens the complexion.

Solutions for:
- Loss of firmness and elasticity
- Dryness
- Fine lines and wrinkles

If you want to know more…
This potent sculpting serum visibly contours, firms, and transforms facial definition. Formulated with alguronic acid—a patented compound produced from microalgae—and propeptide3—a unique and powerful complex of functional proteins and active peptides—it restores skin elasticity, firmness, and density, and helps minimize the appearance of fine lines and wrinkles. This powerful antiaging formula helps visibly refine facial contours to help define the jawline, and provides hydration for a visibly firmer and youthful appearance. Gold works as a delivery system to increase the potency and efficacy for polypeptides. These extremely effective antiaging polypeptides significantly reduce the appearance of wrinkles while restoring skin elasticity, firmness, and density.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product does not contain synthetic dyes, GMOs, triclosan, or alcohol. It is noncomedogenic, dermatologist tested, hypoallergenic, and for all skin types.

Research results:
Results obtained following a self-assessment of 100 women, using product twice daily:
After 10 days of use:
- 91% of subjects reported skin looks firmer and more toned
- 90% of subjects reported serum helps minimize the appearance of fine lines and wrinkles

After 28 days of use:
- 91% of subjects reported serum visibly helps improve skin's elasticity
- 84% of subjects reported serum provides a visible lifted effect and leaner facial appearance",4.0,17 reviews,11,1,2,0,3
ALGENIST,SPLASH Absolute Hydration Replenishing Gel Moisturizer,$58.00,NA,SIZE 2 oz/ 60 mL•ITEM 1814854,3109,Skincare,Moisturizers,Moisturizers,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
An ultra-hydrating moisturizer combining alguronic acid and algalyte complex to instantly penetrate the skin’s surface and boost hydration.

Solutions for:
- Dryness
- Fine lines/wrinkles
- Uneven texture

If you want to know more…
SPLASH Absolute Hydration Replenishing Gel Moisturizer features algalyte complex—containing a red microalgae polysaccharide and skin-energizing electrolytes—which works in synergy with alguronic acid to help restore hydration levels, balance skin moisture, and improve the appearance of thin, dehydrated skin. Skin is deeply hydrated for a soft, supple, luminous, and more youthful-looking appearance.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is also formulated without synthetic dyes, GMOs, alcohol, and triclosan. It is noncomedogenic, dermatologist tested, and hypoallergenic.

Research results:
Results obtained following self-assessments of 100 women, using product twice daily for 10 days:
- 96% said skin feels softer, and looks replenished and nourished
- 94% said skin is deeply hydrated, feels healthy and more resilient, and looks regenerated
- 93% saw boosted skin radiance",4.0,87 reviews,52,10,9,8,8
ALGENIST,Color Correcting Finishing Powder,$38.00,SIZE 0.32 oz/ 9.1 g•,SIZE 0.32 oz/ 9.1 g•ITEM 1808898,3540,Makeup,Face,Color Correct,"What it is:
A color correcting finishing powder that is formulated with AlgaCorrecting complex and an algae-derived ingredient.

What it is formulated to do:
This lightweight finishing powder for all skin tones enhances the look of foundation, or bare skin, in any light. AlgaCorrecting complex plus an algae-derived ingredient combine for glowing, luminous-looking skin, while optical diffusers blur the appearance of pores and fine lines and wrinkles—visibly smoothing skin. Perfect for on-the-go touch ups, Color Correcting Finishing Powder absorbs excess oil and keeps skin looking fresh and radiant all day.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is noncomedogenic, dermatologist tested, hypoallergenic, and alcohol-free.

Research results:
Results obtained using self-assessments of 100 women:
- 99% of subjects reported powder provides a soft-focus effect on skin
- 99% of subjects reported powder visibly enhances skin radiance
- 99% of subjects reported powder helps minimize shine
- 96% of subjects reported powder sets makeup for long-lasting wear
- 93% of subjects reported powder blurs appearance of pores
- 94% of subjects reported powder neutralizes skin tone imperfections
- 87% of subjects reported powder minimizes the appearance of fine lines and wrinkles",4.0,44 reviews,23,8,5,7,1
